,compn,exp. pKa,pKa predicted by models:3-3,pKa predicted by models:3-9,pKa predicted by models:3-8,pKa predicted by models:3-5,pKa predicted by models:4-2,pKa predicted by models:4-3,pKa predicted by models:3-2,pKa predicted by models:3-4,pKa predicted by models:3-7,pKa predicted by models:3-6,pKa predicted by models:4-9,pKa predicted by models:4-8,pKa predicted by models:3-0,pKa predicted by models:8-9,pKa predicted by models:4-5,pKa predicted by models:4-4,pKa predicted by models:5-2,pKa predicted by models:4-7,pKa predicted by models:3-1,pKa predicted by models:4-6,pKa predicted by models:5-3,pKa predicted by models:5-9,pKa predicted by models:5-8,pKa predicted by models:5-5,pKa predicted by models:6-2,pKa predicted by models:4-0,pKa predicted by models:5-4,pKa predicted by models:6-3,pKa predicted by models:5-7,pKa predicted by models:5-6,pKa predicted by models:6-9,pKa predicted by models:6-8,pKa predicted by models:6-5,pKa predicted by models:7-2,pKa predicted by models:4-1,pKa predicted by models:7-3,pKa predicted by models:6-4,pKa predicted by models:6-7,pKa predicted by models:7-9,pKa predicted by models:7-8,pKa predicted by models:6-6,pKa predicted by models:5-0,pKa predicted by models:8-2,pKa predicted by models:7-5,pKa predicted by models:8-3,pKa predicted by models:7-4,pKa predicted by models:8-8,pKa predicted by models:7-7,pKa predicted by models:7-6,pKa predicted by models:9-2,pKa predicted by models:5-1,pKa predicted by models:8-5,pKa predicted by models:9-3,pKa predicted by models:6-0,pKa predicted by models:9-9,pKa predicted by models:8-4,pKa predicted by models:9-8,pKa predicted by models:10-2,pKa predicted by models:8-7,pKa predicted by models:8-6,pKa predicted by models:9-5,pKa predicted by models:10-3,pKa predicted by models:10-9,pKa predicted by models:6-1,pKa predicted by models:10-8,pKa predicted by models:11-2,pKa predicted by models:9-4,pKa predicted by models:11-4,pKa predicted by models:7-0,pKa predicted by models:9-7,pKa predicted by models:10-5,pKa predicted by models:11-3,pKa predicted by models:9-6,pKa predicted by models:11-9,pKa predicted by models:11-7,pKa predicted by models:11-8,pKa predicted by models:10-4,pKa predicted by models:11-6,pKa predicted by models:10-7,pKa predicted by models:11-5,pKa predicted by models:8-0,pKa predicted by models:7-1,pKa predicted by models:10-6,pKa predicted by models:9-0,pKa predicted by models:8-1,pKa predicted by models:10-0,pKa predicted by models:9-1,pKa predicted by models:11-0,pKa predicted by models:10-1,pKa predicted by models:11-1,consensus,std. dev.
95,sm8-7_cation->neut,6.63,6.0577965,6.3469706,5.71519,5.701441,6.385414,6.1840253,6.049094,7.496937,6.1891565,7.17097,6.3908396,5.98847,6.783223,6.962922,6.2762985,7.1993823,6.611736,6.425178,6.3186293,6.889861,6.009152,6.5926056,5.901223,6.3265414,6.6866403,6.626355,7.253118,6.566474,6.401913,6.261693,6.6772943,5.882942,6.0032606,6.6978965,6.5132313,7.0294952,6.962215,6.8070683,6.300049,5.642741,6.156059,7.1662493,6.5822225,6.221338,5.905626,7.043564,5.8310323,6.087654,6.15773,6.460597,7.288101,6.1760817,6.755185,7.148144,6.4290295,7.6137733,5.387386,7.1279182,6.6459007,6.858156,6.392233,5.8903713,6.4932137,6.9974995,5.834646,6.636819,7.281822,6.9307194,7.1937437,6.419565,6.219701,5.675684,6.6681747,5.916396,6.7414227,5.713956,6.940978,6.681877,6.105726,6.618631,7.0666924,6.63304,6.359168,7.4861865,6.6708555,6.6710362,6.6888256,6.449252,6.539198,7.005539,6.515166627234155,0.47528141906843124
96,sm8-8_cation->neut,2.78,0.6863408,2.1350698,2.0807652,1.6518793,1.7123117,0.5575948,2.0869646,1.808928,2.4428792,2.3954558,1.7475977,1.4702935,2.7904773,1.7692442,2.0282993,1.2740812,1.7495365,2.0822713,1.5408249,2.776118,0.74931383,1.4200764,1.2700591,2.3700895,2.2533274,2.4574952,0.69852114,2.0039496,2.2183857,2.8890736,2.6510816,1.4126034,1.9358683,1.9957485,2.2312937,1.3603864,1.4650106,1.9980006,1.6049213,0.952755,2.5953104,2.940969,3.0455723,2.4644709,1.5667577,1.452672,1.255384,1.816572,2.395237,2.509328,2.4847817,1.9672809,1.9691496,2.8169012,0.42658567,1.1919141,1.5601082,2.6075375,2.4978943,3.075121,1.9949203,1.13865,1.2053094,1.6076221,1.6529851,2.3502135,1.3037357,1.3724728,2.8335507,2.1050537,2.3257732,1.2610583,3.3955808,1.4024239,2.6116648,1.9232154,1.5668845,3.348433,2.4353435,1.5955458,2.9347463,1.7683954,2.40032,3.1696525,1.8029356,2.7346,1.7783971,2.9041061,2.04771,1.5874071,1.9857488782065256,0.6527039216153668
97,sm8-9_cation->neut,6.08,6.6775255,6.8225956,5.9994216,6.107872,6.6637306,6.480451,6.394685,7.5857916,6.8491716,7.25224,6.848213,6.0770955,6.3883834,6.683545,6.2421703,7.5596166,6.417312,6.9107766,6.375392,6.968695,6.348952,7.1222367,6.271389,6.2584486,7.0375113,6.1622505,7.2076416,6.367913,6.4183264,6.8684216,7.306593,5.877594,6.31495,6.5655975,6.979141,6.600887,6.9222584,6.992731,6.9587984,5.7980676,6.7787294,6.8139677,6.7118273,6.3347893,6.599874,7.1600432,5.7739506,6.5240707,6.403985,6.577043,7.0944347,6.35203,6.876461,6.980898,6.3528643,7.323004,5.890525,7.0968046,6.84064,7.020506,6.7517257,6.9064493,6.6627054,7.0624886,6.1610727,6.605935,7.5513277,7.0765977,7.000827,6.8439097,6.585204,6.530629,7.26715,6.5174336,6.8694825,5.9163704,7.0230885,7.102879,6.3869705,6.47794,6.809061,6.971812,6.790613,7.4861326,7.1008444,6.94334,6.7500443,6.184593,6.903691,7.1538534,6.699615510793832,0.4150881817633169
98,sm8-10_cation->neut,7.71,7.865705,5.898667,8.265165,8.36659,7.2637763,8.0622635,8.466921,7.662277,9.542944,8.677677,6.584234,8.502908,9.154759,6.751339,7.1742554,7.499157,6.6559668,7.4131465,8.928033,7.358133,8.370112,6.246331,7.712292,7.6037426,8.553833,8.732829,6.2997932,8.221436,7.7367578,8.176075,6.868935,7.8329916,7.103891,8.557195,8.245302,8.527582,7.168842,7.04989,7.1837497,7.8742313,7.9182205,7.909464,9.076355,7.229528,8.501799,6.7292094,7.8149834,7.095302,8.421848,8.907966,9.080228,6.6740923,7.9024544,8.385239,8.147745,8.746958,7.2440915,8.191597,8.00524,8.292342,6.8526845,8.223333,6.5918193,10.311354,7.687459,9.258178,8.017763,7.987884,7.426997,8.456624,6.9529047,8.530773,8.369728,8.86565,7.4796276,7.0156984,6.7423058,8.174895,7.886166,7.9276257,7.830721,9.3045635,8.320388,8.007151,9.009534,6.9886923,9.097349,6.80882,9.4403925,9.723041,7.927851791801034,0.8598165356012162
99,sm8-12_cation->neut,6.98,6.863019,6.343243,6.973295,6.336397,6.7414203,6.8345838,6.9765778,7.953557,7.5189753,6.6667633,7.252515,7.0680904,6.9143443,7.1621428,6.716877,8.026972,6.7555428,7.213592,6.7562,7.5619926,6.9382553,6.928936,7.191888,6.4759984,7.376256,6.9129214,7.2417874,6.737542,6.730697,7.2358103,7.0593095,6.953536,6.278719,8.027689,7.1171207,7.1300745,7.134713,7.2762175,6.7715306,7.094615,6.988187,7.2585907,7.5295734,6.538873,7.310432,7.1101146,6.710264,7.334298,7.2698717,7.4298515,7.243521,6.631542,7.2824993,7.397692,6.6553984,7.1580696,7.152733,7.656081,7.0357056,7.190576,6.313404,7.0051966,6.9454374,6.4756875,7.3623753,7.3422475,7.8296213,8.352059,7.2118597,7.5621223,6.236499,7.1813297,7.4385157,7.152421,6.573806,7.1580315,7.5837116,7.094678,7.1335154,6.5507383,7.219707,6.5382524,7.3174586,7.78001,7.404771,6.7607193,7.0587463,6.2385235,6.9514503,7.0357666,7.076068726005135,0.4115254309390374
100,sm8-14_cation->neut,7.27,6.6919107,6.9812193,6.9494066,6.469076,6.76839,6.4292197,6.571669,7.1109266,7.1462793,6.77838,7.3924494,6.9288025,5.9111156,7.1449957,6.595039,7.666939,6.7665467,7.489067,6.8088226,6.90889,6.8108997,7.615431,6.0244517,6.4224105,7.0710974,6.202158,7.399644,6.6026816,6.917487,6.7128057,8.104111,6.7780886,6.390814,7.235169,6.4989614,6.1206293,7.0030913,7.354663,7.23869,6.742779,6.5950556,6.435075,7.1997237,7.0170503,6.360634,7.2348413,6.866411,7.287874,7.280162,7.160682,6.191979,7.055555,6.1093855,6.559611,6.6246486,6.451854,7.011636,7.0864115,7.074374,6.7420936,6.6658664,6.024379,6.8653126,6.113653,6.5056534,7.207641,7.831229,7.769473,6.9599023,7.212345,6.610485,6.474862,7.218625,6.6683674,7.887123,6.5232983,7.3319407,7.1756706,6.751857,6.784636,6.959777,6.029296,7.3646455,6.5093555,6.587083,5.8613725,6.688924,5.824169,6.205014,6.8214583,6.8330074616316905,0.471229116505996
101,sm8-15_cation->neut,2.54,1.994575,2.6437345,2.2019382,2.4368896,1.7988634,1.6698084,1.69978,2.4204445,2.1232843,2.699357,2.4191523,1.7696838,1.4844179,2.1478868,2.264604,1.9586706,2.1741269,1.9323502,1.9082742,1.8233385,1.6185231,2.71928,1.2841234,2.4863513,2.1340404,1.654566,1.7925282,2.0786977,2.2884462,2.0174105,2.2205367,1.9747643,1.8500462,1.4670615,2.3964593,1.7983117,1.966883,1.9945354,2.324555,1.5682278,2.0597928,2.0594175,2.2427502,1.6364589,2.5092745,2.0064573,1.7499394,2.1158028,2.4259012,2.1370726,1.6242499,2.0573761,1.9078999,1.9798932,1.6813698,2.140897,1.8729687,2.2277608,1.8704689,1.9698281,2.015301,1.9756451,2.4361105,1.7982774,1.6036859,2.33856,2.045484,2.1760268,1.9972672,1.5079195,2.2713478,2.1128898,1.9999299,2.1372073,2.2099698,1.7259984,2.0323977,2.0263472,1.888557,2.2954545,2.224167,1.8657556,2.0336213,1.9082963,2.1051397,1.8002963,1.5736313,2.2417898,1.4903264,1.7407856,2.0175856421544003,0.29493733528632887
102,sm8-16_cation->neut,5.1,5.6180315,5.402686,5.307315,5.257261,5.4583244,5.832282,5.5375156,5.7895327,5.4422374,4.92558,5.7653203,5.7538886,4.266776,5.7581177,5.1706047,5.8148127,5.5721445,5.621625,4.586359,5.3895154,5.66802,5.4771557,5.552375,5.174121,5.4948273,5.4835734,5.962224,5.519135,4.7823653,5.80274,5.878559,5.4792957,4.9384027,5.6065507,4.717615,5.7340827,5.857599,5.3482447,5.465904,5.421046,5.3747067,5.4700384,5.9377975,4.989416,5.5352674,5.8535957,5.576338,5.6604123,5.1099253,5.727808,5.673887,4.797101,5.543048,5.217326,5.213285,5.92446,5.583708,5.9722133,4.9979663,5.347641,4.6212654,5.7488327,5.62652,5.085979,5.5844555,5.0912385,6.045002,6.3179684,4.975473,4.714972,4.846097,5.61458,5.6875668,5.569212,5.242234,5.226429,5.8982325,5.316082,5.0424213,5.143514,4.5685596,5.995512,5.674054,4.1595645,5.5345106,4.7901444,5.961714,4.496068,5.261519,5.7377615,5.404584492693891,0.4222026928439835
103,sm8-17_cation->neut,6.58,7.3076215,6.929635,7.173653,6.677081,7.135092,7.48703,7.169373,8.482708,7.004392,7.445559,7.587851,7.323544,7.375842,7.2733846,7.5187383,7.818694,7.0154905,7.52735,7.309779,7.0403748,7.279207,7.7146325,7.363453,7.243718,7.1586556,6.564916,7.484201,7.6490936,7.224799,7.245034,7.730901,7.177381,7.523265,7.182295,6.981682,8.568721,7.671814,8.06318,7.5561266,6.8657494,7.118905,7.4871845,7.1711583,7.4047556,7.8569202,7.7363997,7.247647,7.4475775,7.37907,7.320154,7.2232227,6.9860883,7.836929,7.3686714,6.8953986,7.6118536,7.1331754,7.5147758,7.9671617,7.597504,7.3194866,7.454919,6.9037046,6.9784603,7.0142355,7.087373,7.6571016,7.3155193,7.2319956,7.6234517,6.832625,7.4493876,7.6991014,6.6712055,7.4091773,7.233633,7.3868294,7.484471,7.361289,7.069878,6.945539,7.1207895,7.424561,7.561158,7.472853,7.0734863,6.733162,6.7589626,6.8584657,7.470748,7.3224191150036475,0.35818025453200697
104,sm8-18_cation->neut,2.72,1.5795298,2.714744,1.4101515,1.9692798,1.7554502,1.4558773,1.2178893,2.5986607,2.2626226,1.602818,2.5544093,1.1961832,2.0992308,2.1486654,2.0009055,1.6459384,1.6231518,1.746949,1.5614567,1.7040303,1.5339441,2.9338439,1.5161552,2.0851152,2.2469106,2.524127,1.7985282,1.9263451,2.5078182,1.7225211,2.6276174,1.4425554,2.537552,1.7038813,1.485692,1.4520764,1.8552036,1.9584875,2.0922408,1.0791464,2.000315,2.6029396,1.9645045,2.0607429,2.38031,1.921926,1.3520308,2.3364954,2.133197,1.82721,1.3397851,2.584164,1.9008183,2.3146896,1.5853066,1.9282942,1.3522525,1.862211,1.7798917,1.6576059,2.2688305,1.4735651,1.8969445,1.076755,1.3423896,1.8309851,2.0226476,1.9883151,2.3635697,1.2016387,2.417506,1.4823058,2.0437143,1.8030195,2.3504705,1.5523548,2.4413102,1.6662788,1.8116574,2.2382927,2.4891336,2.0055852,1.75528,2.3771477,1.7810845,1.7660923,2.4906774,1.7666903,1.2567811,1.7550933,1.914269357932793,0.4254933816755727
105,sm8-19_cation->neut,4.93,4.8553295,6.496975,6.1160326,5.748148,5.105102,5.163325,5.5871344,9.686843,5.4774942,4.5834684,6.545399,5.3829446,4.5957694,7.119766,5.73547,5.23793,5.267124,4.566705,5.9658895,4.250333,4.48029,6.6071987,5.33449,5.664082,5.565179,4.7994204,6.6708193,4.474261,4.386943,4.9083815,6.72949,6.0180674,6.0039034,4.968873,5.2120776,5.353969,2.8148065,4.4598665,5.968673,5.1310825,5.97156,3.9298434,4.784389,5.3988385,4.861706,1.3962593,5.3828344,3.7872767,6.2160635,4.9190354,3.7221751,5.482459,4.2818666,4.3677435,6.8776655,4.1846924,4.661736,4.929117,4.428646,4.5682797,5.762162,4.7374105,7.3768435,5.984064,4.953965,4.097663,4.9770484,5.800906,4.0012197,4.56665,5.2490125,5.638274,5.4766974,7.839512,3.0899396,4.5209203,3.9159365,4.6148148,5.243947,5.1647363,4.4618263,5.364176,5.217127,5.0907283,4.551472,4.9903555,5.7526083,5.0014176,6.0122895,5.4780936,5.198385277213631,1.06748045195403
106,sm8-19_neut->an,6.99,6.911169,6.9209633,7.6947727,7.322587,6.9244194,7.1217947,6.4011827,7.140584,7.537421,7.8771205,7.040869,7.238639,6.539747,6.686945,6.9315996,6.3419743,6.5123873,6.907783,6.752815,6.7432184,7.64816,6.9611244,7.1485057,7.1213274,7.3615875,6.9733706,6.8758183,7.911873,6.9954643,7.0226307,7.7880826,7.5173855,7.525649,7.0355177,6.377486,7.0807123,7.0124817,7.5270486,6.5504823,7.1404257,6.7920294,7.5534945,7.0813255,6.9507113,7.473748,7.331166,7.3882895,6.8009415,6.7335463,7.6455245,7.0895576,6.5480185,7.148757,7.075758,6.3835745,7.3240623,7.3749704,6.745128,7.1539993,6.9895325,6.730013,6.888013,6.8971977,6.9424267,7.2630606,7.606182,6.9934072,6.9667983,6.905606,7.6640735,6.8222055,7.7572675,6.75756,6.62448,6.5923176,7.485898,6.9329047,6.70494,6.7686663,6.7505836,7.236981,6.969448,6.8192816,6.265172,6.847995,6.1562696,7.1339846,6.3944197,6.5108237,7.7557697,7.031219836014968,0.3912921438627918
107,sm8-20_cation->neut,2.44,2.5407882,2.1424522,1.3700767,2.321516,3.005466,1.875978,2.4452496,2.706672,3.0139818,2.1488605,2.7705078,1.7835717,2.0979052,2.602506,2.9608514,2.624958,2.712362,2.9872448,2.2010849,2.5482328,2.1916666,2.7839339,1.4987693,2.6161127,2.7857757,2.6203995,2.9221077,2.5855088,2.2882235,2.441366,2.697261,2.0813298,2.6659937,2.531931,2.5852654,2.3324962,2.7487073,2.3950138,2.5538816,2.1523385,2.5828927,2.1270533,2.6504369,2.6881313,2.6165075,2.8561792,0.9620633,2.0571542,1.942929,2.7440352,2.0703595,2.752751,2.109838,2.913239,2.7428944,2.7207484,1.3487344,2.371101,2.6718035,2.552806,2.8807483,2.0426192,3.4374733,1.4970517,1.6919055,2.3495255,3.2885008,3.4174805,2.9874468,2.40553,2.4612658,2.4523225,2.5445583,2.8245335,2.3756847,1.816699,3.028244,2.0100446,2.2919612,2.1772594,2.7535582,2.4467146,2.5842588,3.256433,1.340713,2.7723722,1.3494964,2.4132023,1.4790721,2.1897845,2.4266644487276183,0.4819324470103327
108,sm8-20_neut->an,11.44,13.141502,14.032328,12.4847145,12.534768,11.86997,12.650867,12.664387,12.355905,12.43992,12.419084,12.780783,12.001333,12.750199,13.496037,12.407127,11.762926,12.385706,13.0731735,10.982225,12.242676,12.165913,13.472955,12.947603,12.9301815,12.843444,12.596734,12.501717,12.819862,12.745932,13.183449,12.880241,12.725502,12.517593,12.767884,12.361773,13.052544,12.264256,12.4550085,12.936487,12.172583,12.473799,12.387815,13.1833315,12.850031,12.582483,12.362448,13.052032,12.611697,12.737302,13.501271,12.433727,13.018933,12.495289,12.935322,13.325961,11.61762,12.539493,12.623041,13.003316,11.842509,12.459135,12.337705,13.647606,11.985532,12.936692,12.585656,12.021869,12.497242,12.543151,13.028364,12.968348,13.101816,12.325433,12.1945715,13.053668,12.625393,12.536989,12.16736,13.180105,13.158438,12.4798,12.922758,11.764893,12.497359,12.533894,12.392234,13.109104,11.982197,11.584356,12.648519,12.60554836021675,0.4956723843508329
109,sm8-21_cation->neut,5.38,5.897231,5.6592817,5.0047355,5.624047,4.694437,5.3125153,4.744692,6.6537538,5.979679,5.966091,6.759081,5.6427093,4.706639,6.1625814,5.637582,6.131929,5.073945,5.730864,5.057933,5.751171,5.3713646,6.469905,5.5189667,5.824607,4.92624,5.229748,5.8984885,5.252695,5.2702456,5.5406017,6.379138,5.074964,5.4169655,5.511813,4.8761797,5.0198884,6.0016403,5.295012,6.083717,5.1031528,5.2509394,5.255037,5.5865974,5.630781,5.4844565,6.204546,5.0554028,5.513778,5.3370724,5.5948224,5.3488073,5.74699,5.413807,4.833112,5.7788033,5.6392984,5.06104,5.590629,5.1487226,5.0232725,5.752928,5.587888,6.343678,5.6891756,5.181879,5.6871834,6.566734,6.412149,5.588562,5.467759,5.6582947,5.7527075,5.408535,6.205064,5.312459,5.3333673,6.272384,5.401165,5.3111258,5.9032426,5.2023673,5.400647,5.637714,5.399367,5.7635016,4.3359294,5.8787956,4.61086,4.995202,5.5301332,5.5354389293377215,0.47200676862902613
110,sm8-22_cation->neut,2.57,3.0502205,2.5980535,2.1629472,2.2588882,2.6329203,2.33636,1.9965916,3.7880814,3.1018066,2.0691705,2.9365008,2.4567413,2.467252,2.9954631,2.581323,3.8161206,2.8242645,3.665143,2.222474,2.240627,2.4193912,3.4043312,2.5572734,3.1596944,2.2811708,2.6522994,3.5296726,2.7517972,2.864384,1.8957186,2.8395386,2.7456338,2.7218761,2.09171,2.901916,2.44453,3.0278955,2.7559233,3.173172,2.166297,1.7720256,2.307963,2.4957643,2.8523355,2.560255,3.3726735,2.792239,2.6800015,1.9097834,2.3526216,3.4051998,3.0503223,2.2612221,1.7912836,2.7267733,3.04683,2.8324904,2.590653,2.5864158,1.7795925,2.8348098,2.464212,2.7538042,3.261291,2.333853,2.3032606,3.1059804,3.7029476,2.8920875,2.7556798,2.8848352,2.6255927,2.2085693,3.1964583,2.9013133,2.9720652,3.4161742,2.098638,2.6170292,2.8842096,2.7008326,3.3991842,2.2324572,2.937382,3.5454757,3.0055614,3.2122543,2.583171,3.1072721,3.3030953,2.731440833060296,0.4696342015939903
111,sm8-23_cation->neut,2.65,1.5225029,2.9642837,2.4871035,3.004417,3.0534272,1.2816038,2.5888703,2.863146,2.770142,3.0450854,2.416215,2.6410408,2.4004865,3.121531,2.6630552,3.1086488,2.6458533,2.6712809,1.6404605,3.1509373,1.5157752,3.4535506,2.0113978,3.0268478,2.9039073,3.085681,2.6687562,2.4158063,2.3363504,3.420546,2.442932,2.695355,2.965639,2.991743,1.863697,1.7927413,2.2745738,2.9131289,2.771008,2.5402117,3.6195016,2.7762318,2.8225505,3.5766468,2.195631,2.9173574,2.5239637,2.86112,3.5688043,2.7370853,2.0501344,2.952003,2.448679,2.7855744,2.944896,3.1013994,2.3959842,2.716524,2.9047868,2.4327383,3.1579702,2.6578217,2.6225915,2.0839853,2.302073,2.2046533,3.2428856,3.2371268,3.3678348,2.751214,2.9007943,2.3755126,3.0686026,1.6510701,3.236363,2.7846205,2.7566023,3.4368482,2.6035407,3.5144176,3.0827603,2.2791486,2.6126444,3.327315,1.8343587,3.5283208,1.9098186,3.1110992,1.7351456,1.6882124,2.6832604738382195,0.5216814350746998
112,sm8-23_neut->an,9.02,9.260971,9.745745,10.193954,10.000892,9.835804,9.236188,10.096416,9.823326,10.11384,8.976123,9.944815,10.54338,9.995693,10.31627,10.455158,9.034754,10.088947,9.359425,9.221027,9.714167,9.273516,10.692847,10.123766,10.427766,9.790712,10.057833,9.274219,9.268864,9.122487,9.276012,11.3206,10.473806,10.144209,10.066999,8.818356,9.567688,9.463923,9.08902,9.819195,9.951693,8.741808,9.8636675,9.35388,10.348482,9.8029585,9.430195,10.50673,8.812344,8.96801,9.4102955,9.497223,10.227177,9.155561,10.291869,10.605136,9.766845,9.77754,9.604374,8.7963085,8.965693,10.048335,9.297594,10.597757,8.804726,9.985445,9.768695,9.433822,9.363275,9.656582,8.975676,9.562266,9.47748,9.068448,9.9609375,8.836065,10.335226,9.787054,9.239759,9.2315855,10.053496,9.470762,9.177816,9.603182,10.0700035,8.922739,9.781663,8.995449,9.842779,8.874578,8.66803,9.646348665258387,0.5487356577145693
