compn,pKa,correct name,reference,smiles,smarts,inchi,inchiKey
1methyl3pyrroline_cation->neut,9.88,n-methylpyrroline,Lange's handbook of chemistry,['[H]C1=C([H])C([H])([H])N(C([H])([H])[H])C1([H])[H]'],['[#7]1(-[#6@](-[#6](=[#6](-[#6@@]-1(-[H])-[H])-[H])-[H])(-[H])-[H])-[#6@@](-[H])(-[H])-[H]'],"['InChI=1S/C5H9N/c1-6-4-2-3-5-6/h2-3H,4-5H2,1H3']",['AHVYPIQETPWLSZ-UHFFFAOYSA-N']
1methylhistidine_2cation->cation,1.69,1 methylhistidine,Lange's handbook of chemistry,['[H]c1nc(C([H])([H])[C@@]([H])(C(=O)[O-])[N+]([H])([H])[H])c([H])n1C([H])([H])[H]'],['[#8]=[#6](-[#8-])-[#6@@](-[#7@+](-[H])(-[H])-[H])(-[#6@](-[#6]1:[#7]:[#6](:[#7](:[#6]:1-[H])-[#6@@](-[H])(-[H])-[H])-[H])(-[H])-[H])-[H]'],"['InChI=1S/C7H11N3O2/c1-10-3-5(9-4-10)2-6(8)7(11)12/h3-4,6H,2,8H2,1H3,(H,11,12)/t6-/m0/s1']",['BRMWTNUJHUMWMS-LURJTMIESA-N']
1methylhistidine_cation->neut,6.48,1 methylhistidine,Lange's handbook of chemistry,['[H]c1nc(C([H])([H])[C@@]([H])(C(=O)[O-])[N+]([H])([H])[H])c([H])n1C([H])([H])[H]'],['[#8]=[#6](-[#8-])-[#6@@](-[#7@+](-[H])(-[H])-[H])(-[#6@](-[#6]1:[#7]:[#6](:[#7](:[#6]:1-[H])-[#6@@](-[H])(-[H])-[H])-[H])(-[H])-[H])-[H]'],"['InChI=1S/C7H11N3O2/c1-10-3-5(9-4-10)2-6(8)7(11)12/h3-4,6H,2,8H2,1H3,(H,11,12)/t6-/m0/s1']",['BRMWTNUJHUMWMS-LURJTMIESA-N']
1methylhistidine_neut->an,8.85,1 methylhistidine,Lange's handbook of chemistry,['[H]c1nc(C([H])([H])[C@@]([H])(C(=O)[O-])[N+]([H])([H])[H])c([H])n1C([H])([H])[H]'],['[#8]=[#6](-[#8-])-[#6@@](-[#7@+](-[H])(-[H])-[H])(-[#6@](-[#6]1:[#7]:[#6](:[#7](:[#6]:1-[H])-[#6@@](-[H])(-[H])-[H])-[H])(-[H])-[H])-[H]'],"['InChI=1S/C7H11N3O2/c1-10-3-5(9-4-10)2-6(8)7(11)12/h3-4,6H,2,8H2,1H3,(H,11,12)/t6-/m0/s1']",['BRMWTNUJHUMWMS-LURJTMIESA-N']
1methylimidazole_cation->neut,7.31,1-methylimidazole,10.1002/jcc.23068,['[H]c1nc([H])n(C([H])([H])[H])c1[H]'],['[#7]1(:[#6](:[#6](:[#7]:[#6]:1-[H])-[H])-[H])-[#6@@](-[H])(-[H])-[H]'],"['InChI=1S/C4H6N2/c1-6-3-2-5-4-6/h2-4H,1H3']",['MCTWTZJPVLRJOU-UHFFFAOYSA-N']
1methylxanthine_an->2an,12,1-methylxanthine,Lange's handbook of chemistry,"['[H]Oc1c2nc([H])nc-2n([H])c(=O)n1C([H])([H])[H]', '[H]Oc1c2nc([H])n([H])c2nc(=O)n1C([H])([H])[H]', '[H]c1nc2c(c(=O)n(C([H])([H])[H])c(=O)n2[H])n1[H]', '[H]Oc1nc2nc([H])n([H])c2c(=O)n1C([H])([H])[H]', '[H]Oc1nc2c(nc([H])n2[H])c(=O)n1C([H])([H])[H]', '[H]c1n([H])c2c(=O)n(C([H])([H])[H])c([O-])nc2[n+]1[H]', '[H]c1nc2c(=O)n(C([H])([H])[H])c(=O)n([H])c2n1[H]', '[H]Oc1c2c(nc([H])n2[H])nc(=O)n1C([H])([H])[H]', '[H]Oc1nc2nc([H])nc-2c(O[H])n1C([H])([H])[H]']","['[#8](-[#6]1:[#7](:[#6](=[#8]):[#7](:[#6]2:[#7]:[#6](:[#7]:[#6]:1-2)-[H])-[H])-[#6@](-[H])(-[H])-[H])-[H]', '[#8](-[#6]1:[#7](:[#6](=[#8]):[#7]:[#6]2:[#7](:[#6](:[#7]:[#6]:2:1)-[H])-[H])-[#6@](-[H])(-[H])-[H])-[H]', '[#8]=[#6]1:[#7](:[#6](=[#8]):[#7](:[#6]2:[#7]:[#6](:[#7](:[#6]:2:1)-[H])-[H])-[H])-[#6@](-[H])(-[H])-[H]', '[#8]=[#6]1:[#7](:[#6](-[#8]-[H]):[#7]:[#6]2:[#7]:[#6](:[#7](:[#6]:2:1)-[H])-[H])-[#6@](-[H])(-[H])-[H]', '[#8]=[#6]1:[#7](:[#6](-[#8]-[H]):[#7]:[#6]2:[#7](:[#6](:[#7]:[#6]:2:1)-[H])-[H])-[#6@](-[H])(-[H])-[H]', '[#8]=[#6]1:[#7](:[#6](-[#8-]):[#7]:[#6]2:[#7+](:[#6](:[#7](:[#6]:2:1)-[H])-[H])-[H])-[#6@](-[H])(-[H])-[H]', '[#8]=[#6]1:[#7](:[#6](=[#8]):[#7](:[#6]2:[#7](:[#6](:[#7]:[#6]:2:1)-[H])-[H])-[H])-[#6@](-[H])(-[H])-[H]', '[#8](-[#6]1:[#7](:[#6](=[#8]):[#7]:[#6]2:[#7]:[#6](:[#7](:[#6]:2:1)-[H])-[H])-[#6@](-[H])(-[H])-[H])-[H]', '[#8](-[#6]1:[#7](:[#6](-[#8]-[H]):[#7]:[#6]2:[#7]:[#6](:[#7]:[#6]:1-2)-[H])-[#6@](-[H])(-[H])-[H])-[H]']","['InChI=1S/C6H6N4O2/c1-10-5(11)3-4(8-2-7-3)9-6(10)12/h2,11H,1H3,(H,7,8,9,12)', 'InChI=1S/C6H6N4O2/c1-10-5(11)3-4(8-2-7-3)9-6(10)12/h2H,1H3,(H,7,8)(H,9,12)']","['UHSRRMDQAFLGNJ-UHFFFAOYSA-N', 'MVOYJPOZRLFTCP-UHFFFAOYSA-N']"
1naphtoic_neut->an,3.7,1-naphthoic acid,Lange's handbook of chemistry,['[H]OC(=O)c1c([H])c([H])c([H])c2c([H])c([H])c([H])c([H])c12'],['[#6]1(:[#6](:[#6]2:[#6](:[#6](:[#6]:1-[H])-[H]):[#6](:[#6](:[#6](:[#6]:2-[H])-[H])-[H])-[#6](=[#8])-[#8]-[H])-[H])-[H]'],"['InChI=1S/C11H8O2/c12-11(13)10-7-3-5-8-4-1-2-6-9(8)10/h1-7H,(H,12,13)']",['LNETULKMXZVUST-UHFFFAOYSA-N']
1naphtol_neut->an,9.34,1-naphtol,Lange's handbook of chemistry,['[H]Oc1c([H])c([H])c([H])c2c([H])c([H])c([H])c([H])c12'],['[#6]1(:[#6](:[#6]2:[#6](:[#6](:[#6]:1-[H])-[H]):[#6](:[#6](:[#6](:[#6]:2-[#8]-[H])-[H])-[H])-[H])-[H])-[H]'],"['InChI=1S/C10H8O/c11-10-7-3-5-8-4-1-2-6-9(8)10/h1-7,11H']",['KJCVRFUGPWSIIH-UHFFFAOYSA-N']
1naphtylamine_cation->neut,3.92,1-naphtylamine,Lange's handbook of chemistry,['[H]c1c([H])c([H])c2c(N([H])[H])c([H])c([H])c([H])c2c1[H]'],['[#7](-[#6]1:[#6]2:[#6](:[#6](:[#6](:[#6]:1-[H])-[H])-[H]):[#6](:[#6](:[#6](:[#6]:2-[H])-[H])-[H])-[H])(-[H])-[H]'],"['InChI=1S/C10H9N/c11-10-7-3-5-8-4-1-2-6-9(8)10/h1-7H,11H2']",['RUFPHBVGCFYCNW-UHFFFAOYSA-N']
1phenylurazole_neut->an,4.8,1-phenylurazole,10.1021/jo00019a034,"['[H]Oc1nn(-c2c([H])c([H])c([H])c([H])c2[H])c(=O)n1[H]', '[H]/[O+]=c1/n(-c2c([H])c([H])c([H])c([H])c2[H])nc([O-])n1[H]', '[H]c1c([H])c([H])c(-n2c(=O)n([H])c(=O)n2[H])c([H])c1[H]']","['[#6]1(:[#7](:[#6](:[#7]:[#7]:1-[#6]1:[#6](:[#6](:[#6](:[#6](:[#6]:1-[H])-[H])-[H])-[H])-[H])-[#8]-[H])-[H])=[#8]', '[#6]1(:[#7](:[#6](:[#7]:[#7]:1-[#6]1:[#6](:[#6](:[#6](:[#6](:[#6]:1-[H])-[H])-[H])-[H])-[H])-[#8-])-[H])=[#8+]\\[H]', '[#6]1(:[#7](:[#6](:[#7](-[H]):[#7]:1-[#6]1:[#6](:[#6](:[#6](:[#6](:[#6]:1-[H])-[H])-[H])-[H])-[H])=[#8])-[H])=[#8]']","['InChI=1S/C8H7N3O2/c12-7-9-8(13)11(10-7)6-4-2-1-3-5-6/h1-5H,(H2,9,10,12,13)']",['WFYLHMAYBQLBEM-UHFFFAOYSA-N']
2-methylpropanoic_neut->an,4.84,2-methylpropanoic acid,"J. Phys. Chem. A 2008, 112, 775-782.",['[H]OC(=O)C([H])(C([H])([H])[H])C([H])([H])[H]'],['[#6](=[#8])(-[#8]-[H])-[#6@@](-[#6@@](-[H])(-[H])-[H])(-[#6@@](-[H])(-[H])-[H])-[H]'],"['InChI=1S/C4H8O2/c1-3(2)4(5)6/h3H,1-2H3,(H,5,6)']",['KQNPFQTWMSNSAP-UHFFFAOYSA-N']
22bipyridine_2cation->cation,0.05,2'2-bipyridine,doi.org/10.3390/molecules24213951,['[H]c1nc(-c2nc([H])c([H])c([H])c2[H])c([H])c([H])c1[H]'],['[#7]1:[#6](-[#6]2:[#7]:[#6](:[#6](:[#6](:[#6]:2-[H])-[H])-[H])-[H]):[#6](:[#6](:[#6](:[#6]:1-[H])-[H])-[H])-[H]'],['InChI=1S/C10H8N2/c1-3-7-11-9(5-1)10-6-2-4-8-12-10/h1-8H'],['ROFVEXUMMXZLPA-UHFFFAOYSA-N']
22bipyridine_cation->neut,4.4,2'2-bipyridine,doi.org/10.3390/molecules24213951,['[H]c1nc(-c2nc([H])c([H])c([H])c2[H])c([H])c([H])c1[H]'],['[#7]1:[#6](-[#6]2:[#7]:[#6](:[#6](:[#6](:[#6]:2-[H])-[H])-[H])-[H]):[#6](:[#6](:[#6](:[#6]:1-[H])-[H])-[H])-[H]'],['InChI=1S/C10H8N2/c1-3-7-11-9(5-1)10-6-2-4-8-12-10/h1-8H'],['ROFVEXUMMXZLPA-UHFFFAOYSA-N']
22dibromopropanoic_neut->an,1.48,"2,2-dibromopropanoic acid",Lange's handbook of chemistry,['[H]OC(=O)C(Br)(Br)C([H])([H])[H]'],['[#35]-[#6@](-[#35])(-[#6](-[#8]-[H])=[#8])-[#6@@](-[H])(-[H])-[H]'],"['InChI=1S/C3H4Br2O2/c1-3(4,5)2(6)7/h1H3,(H,6,7)']",['QVHNPERSEFABEH-UHFFFAOYSA-N']
22dichloropropanoic_neut->an,2.06,"2,2-dichloropropanoic acid",Lange's handbook of chemistry,['[H]OC(=O)C(Cl)(Cl)C([H])([H])[H]'],['[#8](-[#6](=[#8])-[#6@@](-[#6@@](-[H])(-[H])-[H])(-[#17])-[#17])-[H]'],"['InChI=1S/C3H4Cl2O2/c1-3(4,5)2(6)7/h1H3,(H,6,7)']",['NDUPDOJHUQKPAG-UHFFFAOYSA-N']
2345tetramethylpyrrole_cation->neut,3.78,"2,3,4,5-tetramethylpyrrole",10.1002/jcc.23068,['[H]n1c(C([H])([H])[H])c(C([H])([H])[H])c(C([H])([H])[H])c1C([H])([H])[H]'],['[#6]1(:[#6](:[#6](:[#6](:[#7]:1-[H])-[#6@@](-[H])(-[H])-[H])-[#6@@](-[H])(-[H])-[H])-[#6@@](-[H])(-[H])-[H])-[#6@@](-[H])(-[H])-[H]'],"['InChI=1S/C8H13N/c1-5-6(2)8(4)9-7(5)3/h9H,1-4H3']",['BDXJANJAHYKTMI-UHFFFAOYSA-N']
234trimethylpyrrole_cation->neut,3.92,"2,3,4-trimethylpyrrole",10.1002/jcc.23068,['[H]c1c(C([H])([H])[H])c(C([H])([H])[H])c(C([H])([H])[H])n1[H]'],['[#6]1(:[#6](:[#6](:[#6](:[#7]:1-[H])-[#6@@](-[H])(-[H])-[H])-[#6@@](-[H])(-[H])-[H])-[#6@@](-[H])(-[H])-[H])-[H]'],"['InChI=1S/C7H11N/c1-5-4-8-7(3)6(5)2/h4,8H,1-3H3']",['WTMJHBZSSSDBFQ-UHFFFAOYSA-N']
23butanediamine_2cation->cation,6.91,"(+)-2,3-butanediamine",Lange's handbook of chemistry,['[H]N([H])[C@@]([H])(C([H])([H])[H])[C@@]([H])(N([H])[H])C([H])([H])[H]'],['[#7](-[#6@](-[#6@@](-[#7](-[H])-[H])(-[#6@@](-[H])(-[H])-[H])-[H])(-[#6@](-[H])(-[H])-[H])-[H])(-[H])-[H]'],"['InChI=1S/C4H12N2/c1-3(5)4(2)6/h3-4H,5-6H2,1-2H3/t3-,4-/m0/s1']",['GHWVXCQZPNWFRO-IMJSIDKUSA-N']
23butanediamine_cation->neut,10,"(+)-2,3-butanediamine",Lange's handbook of chemistry,['[H]N([H])[C@@]([H])(C([H])([H])[H])[C@@]([H])(N([H])[H])C([H])([H])[H]'],['[#7](-[#6@](-[#6@@](-[#7](-[H])-[H])(-[#6@@](-[H])(-[H])-[H])-[H])(-[#6@](-[H])(-[H])-[H])-[H])(-[H])-[H]'],"['InChI=1S/C4H12N2/c1-3(5)4(2)6/h3-4H,5-6H2,1-2H3/t3-,4-/m0/s1']",['GHWVXCQZPNWFRO-IMJSIDKUSA-N']
23dichlorophenol_neut->an,7.44,"2,3 dichlorophenol",Lange's handbook of chemistry,['[H]Oc1c([H])c([H])c([H])c(Cl)c1Cl'],['[#6]1(:[#6](:[#6](:[#6](:[#6](:[#6]:1-[#17])-[#17])-[#8]-[H])-[H])-[H])-[H]'],"['InChI=1S/C6H4Cl2O/c7-4-2-1-3-5(9)6(4)8/h1-3,9H']",['UMPSXRYVXUPCOS-UHFFFAOYSA-N']
23dimethylaniline_cation->neut,4.7,"2,3 dimethylaniline",Lange's handbook of chemistry,['[H]c1c([H])c(N([H])[H])c(C([H])([H])[H])c(C([H])([H])[H])c1[H]'],['[#6]1(:[#6](:[#6](:[#6](:[#6](:[#6]:1-[#6@@](-[H])(-[H])-[H])-[#6@@](-[H])(-[H])-[H])-[H])-[H])-[H])-[#7](-[H])-[H]'],"['InChI=1S/C8H11N/c1-6-4-3-5-8(9)7(6)2/h3-5H,9H2,1-2H3']",['VVAKEQGKZNKUSU-UHFFFAOYSA-N']
23dimethylbenzoic_neut->an,3.77,"2,3-dimethylbenzoic acid",Lange's handbook of chemistry,['[H]OC(=O)c1c([H])c([H])c([H])c(C([H])([H])[H])c1C([H])([H])[H]'],['[#6]1(:[#6](:[#6](:[#6](:[#6](:[#6]:1-[#6@@](-[H])(-[H])-[H])-[#6@@](-[H])(-[H])-[H])-[H])-[H])-[H])-[#6](=[#8])-[#8]-[H]'],"['InChI=1S/C9H10O2/c1-6-4-3-5-8(7(6)2)9(10)11/h3-5H,1-2H3,(H,10,11)']",['RIZUCYSQUWMQLX-UHFFFAOYSA-N']
23dimethylphenol_neut->an,10.5,"2,3-dimethylphenol",Lange's handbook of chemistry,['[H]Oc1c([H])c([H])c([H])c(C([H])([H])[H])c1C([H])([H])[H]'],['[#6]1(:[#6](:[#6](:[#6](:[#6](:[#6]:1-[H])-[H])-[H])-[#8]-[H])-[#6@@](-[H])(-[H])-[H])-[#6@@](-[H])(-[H])-[H]'],"['InChI=1S/C8H10O/c1-6-4-3-5-8(9)7(6)2/h3-5,9H,1-2H3']",['QWBBPBRQALCEIZ-UHFFFAOYSA-N']
23dimethylquinoline_cation->neut,4.94,"2,3-dimethylquinoline",Lange's handbook of chemistry,['[H]c1c([H])c([H])c2c([H])c(C([H])([H])[H])c(C([H])([H])[H])nc2c1[H]'],['[#7]1:[#6]2:[#6](:[#6](:[#6](:[#6]:1-[#6@@](-[H])(-[H])-[H])-[#6@@](-[H])(-[H])-[H])-[H]):[#6](:[#6](:[#6](:[#6]:2-[H])-[H])-[H])-[H]'],"['InChI=1S/C11H11N/c1-8-7-10-5-3-4-6-11(10)12-9(8)2/h3-7H,1-2H3']",['FBOFHVFMPNNIKN-UHFFFAOYSA-N']
23dinitrobenzoic_neut->an,1.85,"2,3-dinitrobenzoic acid",Lange's handbook of chemistry,['[H]OC(=O)c1c([H])c([H])c([H])c([N+](=O)[O-])c1[N+](=O)[O-]'],['[#8](-[#6](=[#8])-[#6]1:[#6](-[#7+](=[#8])-[#8-]):[#6](-[#7+](=[#8])-[#8-]):[#6](:[#6](:[#6]:1-[H])-[H])-[H])-[H]'],"['InChI=1S/C7H4N2O6/c10-7(11)4-2-1-3-5(8(12)13)6(4)9(14)15/h1-3H,(H,10,11)']",['HCSBTDBGTNZOAB-UHFFFAOYSA-N']
23dimethylsuccinic_neut->an,3.93,"2,3-dimethylsuccinic acid",doi.org/10.1039/JR9590002492,['[H]OC(=O)[C@@]([H])(C([H])([H])[H])[C@@]([H])(C(=O)O[H])C([H])([H])[H]'],['[#8](-[#6](=[#8])-[#6@](-[#6@](-[#6@](-[H])(-[H])-[H])(-[#6](-[#8]-[H])=[#8])-[H])(-[#6@](-[H])(-[H])-[H])-[H])-[H]'],"['InChI=1S/C6H10O4/c1-3(5(7)8)4(2)6(9)10/h3-4H,1-2H3,(H,7,8)(H,9,10)/t3-,4-/m0/s1']",['KLZYRCVPDWTZLH-IMJSIDKUSA-N']
23dimethylsuccinic_an->2an,6,"2,3-dimethylsuccinic acid",doi.org/10.1039/JR9590002492,['[H]OC(=O)[C@@]([H])(C([H])([H])[H])[C@@]([H])(C(=O)O[H])C([H])([H])[H]'],['[#8](-[#6](=[#8])-[#6@](-[#6@](-[#6@](-[H])(-[H])-[H])(-[#6](-[#8]-[H])=[#8])-[H])(-[#6@](-[H])(-[H])-[H])-[H])-[H]'],"['InChI=1S/C6H10O4/c1-3(5(7)8)4(2)6(9)10/h3-4H,1-2H3,(H,7,8)(H,9,10)/t3-,4-/m0/s1']",['KLZYRCVPDWTZLH-IMJSIDKUSA-N']
234trimethylphenol_neut->an,10.59,"2,3,4-trimethylphenol",Lange's handbook of chemistry,['[H]Oc1c([H])c([H])c(C([H])([H])[H])c(C([H])([H])[H])c1C([H])([H])[H]'],['[#8](-[#6]1:[#6](:[#6](:[#6](:[#6](:[#6]:1-[H])-[H])-[#6@@](-[H])(-[H])-[H])-[#6@@](-[H])(-[H])-[H])-[#6@@](-[H])(-[H])-[H])-[H]'],"['InChI=1S/C9H12O/c1-6-4-5-9(10)8(3)7(6)2/h4-5,10H,1-3H3']",['XRUGBBIQLIVCSI-UHFFFAOYSA-N']
245trifluorophenol_neut->an,7.37,"2,4,5-trifluorophenol",Lange's handbook of chemistry,['[H]Oc1c([H])c(F)c(F)c([H])c1F'],['[#9]-[#6]1:[#6](-[#8]-[H]):[#6](:[#6](-[#9]):[#6](-[#9]):[#6]:1-[H])-[H]'],"['InChI=1S/C6H3F3O/c7-3-1-5(9)6(10)2-4(3)8/h1-2,10H']",['ODGMYCITQAIRCI-UHFFFAOYSA-N']
245trimethylimidazole_cation->neut,8.92,"2,4,5-trimethylimidazole",10.1002/jcc.23068,['[H]n1c(C([H])([H])[H])nc(C([H])([H])[H])c1C([H])([H])[H]'],['[#6]1(:[#6](:[#7](:[#6](:[#7]:1)-[#6@@](-[H])(-[H])-[H])-[H])-[#6@@](-[H])(-[H])-[H])-[#6@@](-[H])(-[H])-[H]'],"['InChI=1S/C6H10N2/c1-4-5(2)8-6(3)7-4/h1-3H3,(H,7,8)']",['PTBPTNCGZUOCBK-UHFFFAOYSA-N']
245trimethylthiazole_cation->neut,4.55,"2,4,5-trimethylthiazole",Lange's handbook of chemistry,['[H]C([H])([H])c1nc(C([H])([H])[H])c(C([H])([H])[H])s1'],['[#16]1:[#6](:[#6](:[#7]:[#6]:1-[#6@@](-[H])(-[H])-[H])-[#6@@](-[H])(-[H])-[H])-[#6@@](-[H])(-[H])-[H]'],['InChI=1S/C6H9NS/c1-4-5(2)8-6(3)7-4/h1-3H3'],['BAMPVSWRQZNDQC-UHFFFAOYSA-N']
246trimethylbenzoic_neut->an,3.45,"2,4,6-trimethylbenzoic acid",Lange's handbook of chemistry,['[H]OC(=O)c1c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c1C([H])([H])[H]'],['[#6]1(:[#6](:[#6](:[#6](:[#6](:[#6]:1-[#6@@](-[H])(-[H])-[H])-[H])-[#6@@](-[H])(-[H])-[H])-[#6](=[#8])-[#8]-[H])-[#6@@](-[H])(-[H])-[H])-[H]'],"['InChI=1S/C10H12O2/c1-6-4-7(2)9(10(11)12)8(3)5-6/h4-5H,1-3H3,(H,11,12)']",['FFFIRKXTFQCCKJ-UHFFFAOYSA-N']
246trimethylphenol_neut->an,10.88,"2,4,6-trimethylphenol",Lange's handbook of chemistry,['[H]Oc1c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c1C([H])([H])[H]'],['[#6]1(:[#6](:[#6](:[#6](:[#6](:[#6]:1-[#6@@](-[H])(-[H])-[H])-[H])-[#6@@](-[H])(-[H])-[H])-[#8]-[H])-[#6@@](-[H])(-[H])-[H])-[H]'],"['InChI=1S/C9H12O/c1-6-4-7(2)9(10)8(3)5-6/h4-5,10H,1-3H3']",['BPRYUXCVCCNUFE-UHFFFAOYSA-N']
246trimethylpyridine_cation->neut,7.43,"2,4,6 trimethylpyridine",Lange's handbook of chemistry,['[H]c1c(C([H])([H])[H])nc(C([H])([H])[H])c([H])c1C([H])([H])[H]'],['[#6]1(:[#6](:[#7]:[#6](:[#6](:[#6]:1-[#6@@](-[H])(-[H])-[H])-[H])-[#6@@](-[H])(-[H])-[H])-[#6@@](-[H])(-[H])-[H])-[H]'],"['InChI=1S/C8H11N/c1-6-4-7(2)9-8(3)5-6/h4-5H,1-3H3']",['BWZVCCNYKMEVEX-UHFFFAOYSA-N']
246trinitrobenzoic_neut->an,0.65,"2,4,6-trinitrobenzoic acid",Lange's handbook of chemistry,['[H]OC(=O)c1c([N+](=O)[O-])c([H])c([N+](=O)[O-])c([H])c1[N+](=O)[O-]'],['[#6]1(:[#6](:[#6](:[#6](:[#6](:[#6]:1-[#7+](=[#8])-[#8-])-[H])-[#7+](=[#8])-[#8-])-[#6](=[#8])-[#8]-[H])-[#7+](=[#8])-[#8-])-[H]'],"['InChI=1S/C7H3N3O8/c11-7(12)6-4(9(15)16)1-3(8(13)14)2-5(6)10(17)18/h1-2H,(H,11,12)']",['KAQBNBSMMVTKRN-UHFFFAOYSA-N']
246tribromobenzoic_neut->an,1.41,"2,4,6-tribromobenzoic acid",Lange's handbook of chemistry,['[H]OC(=O)c1c(Br)c([H])c(Br)c([H])c1Br'],['[#35]-[#6]1:[#6](:[#6](-[#35]):[#6](:[#6](-[#35]):[#6]:1-[H])-[H])-[#6](-[#8]-[H])=[#8]'],"['InChI=1S/C7H3Br3O2/c8-3-1-4(9)6(7(11)12)5(10)2-3/h1-2H,(H,11,12)']",['GHVMJSHEGZYRQL-UHFFFAOYSA-N']
246trimethylpyridineNoxyde_cation->neut,1.99,"2,4,6-trimethylpyridine1-oxide",Lange's handbook of chemistry,['[H]c1c(C([H])([H])[H])c([H])c(C([H])([H])[H])[n+]([O-])c1C([H])([H])[H]'],['[#7]1(:[#6](:[#6](:[#6](:[#6](:[#6]:1-[#6@@](-[H])(-[H])-[H])-[H])-[#6@@](-[H])(-[H])-[H])-[H])-[#6@@](-[H])(-[H])-[H])-[#8-]'],"['InChI=1S/C8H11NO/c1-6-4-7(2)9(10)8(3)5-6/h4-5H,1-3H3']",['QBNLGSOBSNKMBN-UHFFFAOYSA-N']
24dichloro6nitroaniline_cation->neut,-3,"2,4-dichloro-6-nitroaniline",Lange's handbook of chemistry,['[H]c1c(Cl)c([H])c([N+](=O)[O-])c(N([H])[H])c1Cl'],['[#6]1(:[#6](:[#6](:[#6](:[#6](:[#6]:1-[H])-[#17])-[#7](-[H])-[H])-[#7+](=[#8])-[#8-])-[H])-[#17]'],"['InChI=1S/C6H4Cl2N2O2/c7-3-1-4(8)6(9)5(2-3)10(11)12/h1-2H,9H2']",['IZEZAMILKKYOPW-UHFFFAOYSA-N']
24dichlorophenol_neut->an,7.85,24-dichlorophenol,Lange's handbook of chemistry,['[H]Oc1c([H])c([H])c(Cl)c([H])c1Cl'],['[#6]1(:[#6](:[#6](:[#6](:[#6](:[#6]:1-[H])-[#17])-[#8]-[H])-[H])-[H])-[#17]'],"['InChI=1S/C6H4Cl2O/c7-4-1-2-6(9)5(8)3-4/h1-3,9H']",['HFZWRUODUSTPEG-UHFFFAOYSA-N']
24dimethyl8hydroxyquinoline_cation->neut,6.2,"2,4-dimethyl-8-hydroxyquinoline",Lange's handbook of chemistry,['[H]Oc1c([H])c([H])c([H])c2c(C([H])([H])[H])c([H])c(C([H])([H])[H])nc12'],['[#8](-[#6]1:[#6]2:[#7]:[#6](:[#6](:[#6](:[#6]:2:[#6](:[#6](:[#6]:1-[H])-[H])-[H])-[#6@@](-[H])(-[H])-[H])-[H])-[#6@@](-[H])(-[H])-[H])-[H]'],"['InChI=1S/C11H11NO/c1-7-6-8(2)12-11-9(7)4-3-5-10(11)13/h3-6,13H,1-2H3']",['UXFZNPGAWHMSRK-UHFFFAOYSA-N']
24dimethyl8hydroxyquinoline_neut->an,10.6,"2,4-dimethyl-8-hydroxyquinoline",Lange's handbook of chemistry,['[H]Oc1c([H])c([H])c([H])c2c(C([H])([H])[H])c([H])c(C([H])([H])[H])nc12'],['[#8](-[#6]1:[#6]2:[#7]:[#6](:[#6](:[#6](:[#6]:2:[#6](:[#6](:[#6]:1-[H])-[H])-[H])-[#6@@](-[H])(-[H])-[H])-[H])-[#6@@](-[H])(-[H])-[H])-[H]'],"['InChI=1S/C11H11NO/c1-7-6-8(2)12-11-9(7)4-3-5-10(11)13/h3-6,13H,1-2H3']",['UXFZNPGAWHMSRK-UHFFFAOYSA-N']
24dimethylaniline_cation->neut,4.89,"2,4-dimethylaniline",Lange's handbook of chemistry,['[H]c1c([H])c(C([H])([H])[H])c([H])c(C([H])([H])[H])c1N([H])[H]'],['[#6]1(:[#6](:[#6](:[#6](:[#6](:[#6]:1-[#6@@](-[H])(-[H])-[H])-[H])-[H])-[#7](-[H])-[H])-[#6@@](-[H])(-[H])-[H])-[H]'],"['InChI=1S/C8H11N/c1-6-3-4-8(9)7(2)5-6/h3-5H,9H2,1-2H3']",['CZZZABOKJQXEBO-UHFFFAOYSA-N']
24dimethylbenzoic_neut->an,4.22,"2,4-dimethylbenzoic acid",Lange's handbook of chemistry,['[H]OC(=O)c1c([H])c([H])c(C([H])([H])[H])c([H])c1C([H])([H])[H]'],['[#6]1(:[#6](:[#6](:[#6](:[#6](:[#6]:1-[#6@@](-[H])(-[H])-[H])-[H])-[H])-[#6](=[#8])-[#8]-[H])-[#6@@](-[H])(-[H])-[H])-[H]'],"['InChI=1S/C9H10O2/c1-6-3-4-8(9(10)11)7(2)5-6/h3-5H,1-2H3,(H,10,11)']",['BKYWPNROPGQIFZ-UHFFFAOYSA-N']
24dimethylimidazole_cation->neut,8.38,"2,4-dimethylimidazole",Lange's handbook of chemistry,"['[H]c1c(C([H])([H])[H])nc(C([H])([H])[H])n1[H]', '[H]c1nc(C([H])([H])[H])n([H])c1C([H])([H])[H]']","['[#6]1(:[#7](:[#6](:[#6](:[#7]:1)-[#6@@](-[H])(-[H])-[H])-[H])-[H])-[#6@@](-[H])(-[H])-[H]', '[#6]1(:[#7]:[#6](:[#6](:[#7]:1-[H])-[#6@@](-[H])(-[H])-[H])-[H])-[#6@@](-[H])(-[H])-[H]']","['InChI=1S/C5H8N2/c1-4-3-6-5(2)7-4/h3H,1-2H3,(H,6,7)']",['LLPKQRMDOFYSGZ-UHFFFAOYSA-N']
